mount_type,fixture_configuration,ero_vista_pole_size,pole_height_ft,wind_speed_mph,Alaskan Yellow Cedar Poles,Southern Yellow Pine Poles
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",14,130,2,5.3
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",14,140,0.9,4.31
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",14,150,0,3.04
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",14,160,0,2.01
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",16,115,1.75,5.96
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",16,120,1.05,4.96
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",16,130,0,3.3
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",16,140,0,1.97
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",16,150,0,0.91
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",16,160,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",18,115,0,3.37
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",18,120,0,2.52
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",18,130,0,1.1
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",18,140,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",18,150,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",18,160,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",20,115,0,1.12
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",20,120,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",20,130,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",20,140,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",20,150,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",20,160,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",8,115,13.1,14.81
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",8,120,12.03,13.6
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",8,130,10.25,11.59
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",8,140,8.84,10
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",8,150,7.7,8.71
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",8,160,6.77,7.65
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",10,115,13.1,14.81
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",10,120,12.03,13.6
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",10,130,10.25,11.59
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",10,140,8.84,10
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",10,150,7.7,8.71
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",10,160,6.77,7.65
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",12,115,13.1,14.81
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",12,120,12.03,13.6
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",12,130,10.25,11.59
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",12,140,8.84,10
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",12,150,7.7,8.71
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",12,160,6.77,7.65
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",14,115,12.95,14.64
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",14,120,11.89,13.44
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",14,130,10.13,11.46
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",14,140,7.95,9.88
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",14,150,5.96,8.6
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",14,160,4.34,7.56
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",16,115,10.82,14.3
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",16,120,9.24,13.14
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",16,130,6.62,11.2
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",16,140,4.53,9.1
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",16,150,2.85,6.83
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",16,160,1.48,4.98
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",18,115,7.04,12.91
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",18,120,5.68,11.07
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",18,130,3.43,8.02
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",18,140,1.64,5.6
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",18,150,0,3.65
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",18,160,0,2.04
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",20,115,3.78,8.94
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",20,120,2.61,7.34
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",20,130,0.65,4.69
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",20,140,0,2.58
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",20,150,0,0.88
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",20,160,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",22,115,0.91,5.49
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",22,120,0,4.1
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",22,130,0,1.76
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",22,140,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",22,150,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",22,160,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",24,115,0,2.58
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",24,120,0,1.34
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",24,130,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",24,140,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",24,150,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",24,160,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",8,115,24.92,28.17
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",8,120,22.89,25.87
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",8,130,19.5,22.05
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",8,140,16.81,19.01
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",8,150,14.65,16.56
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",8,160,12.87,14.55
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",10,115,24.92,28.17
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",10,120,22.89,25.87
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",10,130,19.5,22.05
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",10,140,16.81,19.01
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",10,150,14.65,16.56
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",10,160,12.87,14.55
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",12,115,24.92,28.17
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",12,120,22.89,25.87
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",12,130,19.5,22.05
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",12,140,16.81,19.01
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",12,150,14.65,16.56
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",12,160,12.87,14.55
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",14,115,24.63,27.85
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",14,120,22.62,25.57
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",14,130,19.28,21.79
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",14,140,16.62,18.79
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",14,150,14.48,16.37
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",14,160,12.72,14.38
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",16,115,24.07,27.21
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",16,120,22.11,24.99
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",16,130,18.46,21.29
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",16,140,14.47,18.36
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",16,150,11.25,15.99
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",16,160,8.62,14.06
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",18,115,20.13,26.61
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",18,120,17.52,24.44
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",18,130,13.18,20.82
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",18,140,9.74,16.93
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",18,150,6.96,13.18
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",18,160,4.68,10.1
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",20,115,14.69,24.19
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",20,120,12.42,21.11
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",20,130,8.64,16
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",20,140,5.65,11.94
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",20,150,3.22,8.66
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",20,160,1.24,5.98
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",22,115,9.84,18.39
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",22,120,7.86,15.68
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",22,130,4.55,11.16
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",22,140,1.94,7.59
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",22,150,0,4.7
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",22,160,0,2.34
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",24,115,5.81,13.57
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",24,120,4.05,11.14
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",24,130,1.12,7.1
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",24,140,0,3.9
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",24,150,0,1.32
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",24,160,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",26,115,1.99,8.99
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",26,120,0,6.83
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",26,130,0,3.23
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",26,140,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",26,150,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",26,160,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",28,115,0,5.12
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",28,120,0,3.17
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",28,130,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",28,140,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",28,150,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",28,160,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",30,115,0,1.34
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",30,120,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",30,130,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",30,140,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",30,150,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"8-1/2"" x 8-1/4""",30,160,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",8,115,14.96,22.33
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",8,120,13.56,20.33
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",8,130,11.21,17.01
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",8,140,9.35,14.38
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",8,150,7.76,12.25
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",8,160,6.41,10.51
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",10,115,10.84,16.78
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",10,120,9.61,15.19
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",10,130,7.56,12.55
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",10,140,5.93,10.46
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",10,150,4.62,8.65
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",10,160,3.54,7.13
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",12,115,7.36,12.86
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",12,120,6.34,11.52
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",12,130,4.65,9.12
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",12,140,3.3,7.21
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",12,150,2.22,5.67
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",12,160,1.33,4.41
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",14,115,4.48,9.3
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",14,120,3.62,8.09
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",14,130,2.21,6.08
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",14,140,1.08,4.48
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",14,150,0,3.2
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",14,160,0,2.15
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",16,115,1.98,6.18
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",16,120,1.26,5.17
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",16,130,0,3.47
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",16,140,0,2.13
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",16,150,0,1.04
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",16,160,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",18,115,0,3.57
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",18,120,0,2.7
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",18,130,0,1.25
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",18,140,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",18,150,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",18,160,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",20,115,0,1.29
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",20,120,0,0.55
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",20,130,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",20,140,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",20,150,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"5"" x 5-1/2""",20,160,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",8,115,36.11,49.45
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",8,120,32.92,45.18
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",8,130,27.61,38.06
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",8,140,23.39,32.4
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",8,150,19.99,27.84
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",8,160,17.19,24.11
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",10,115,27.42,38.07
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",10,120,24.88,34.67
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",10,130,20.56,28.98
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",10,140,17,24.48
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",10,150,14.12,20.77
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",10,160,11.77,17.61
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",12,115,21.03,30.2
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",12,120,18.8,27.37
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",12,130,15.07,22.43
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",12,140,12.12,18.46
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",12,150,9.74,15.26
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",12,160,7.78,12.64
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",14,115,15.63,23.57
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",14,120,13.74,21.03
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",14,130,10.61,16.83
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",14,140,8.12,13.48
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",14,150,6.12,10.78
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",14,160,4.47,8.57
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",16,115,11.04,17.81
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",16,120,9.45,15.67
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",16,130,6.79,12.09
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",16,140,4.69,9.26
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",16,150,2.98,6.97
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",16,160,1.59,5.09
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",18,115,7.24,13.1
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",18,120,5.86,11.25
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",18,130,3.58,8.17
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",18,140,1.77,5.73
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",18,150,0,3.77
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",18,160,0,2.15
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",20,115,3.96,9.11
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",20,120,2.77,7.5
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",20,130,0.78,4.82
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",20,140,0,2.69
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",20,150,0,0.98
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",20,160,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",22,115,1.07,5.65
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",22,120,0,4.24
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",22,130,0,1.87
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",22,140,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",22,150,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",22,160,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",24,115,0,2.72
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",24,120,0,1.46
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",24,130,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",24,140,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",24,150,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"6-3/4"" x 6-3/4""",24,160,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",8,115,71.27,96.76
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",8,120,65.13,88.54
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",8,130,54.9,74.83
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",8,140,46.78,63.95
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",8,150,40.23,55.18
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",8,160,34.87,47.99
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",10,115,55.05,75.37
