mount_type,fixture_configuration,ero_vista_pole_size,pole_height_ft,wind_speed_mph,Alaskan Yellow Cedar Poles,Southern Yellow Pine Poles
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",10,120,50.15,68.82
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",10,130,41.99,57.87
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",10,140,35.51,49.18
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",10,150,30.18,42.17
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",10,160,25.73,36.44
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",12,115,43.86,60.73
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",12,120,39.79,55.27
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",12,130,32.75,46.18
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",12,140,27.16,38.9
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",12,150,22.64,32.85
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",12,160,18.95,27.89
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",14,115,34.61,49.27
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",14,120,31.03,44.55
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",14,130,25.08,36.58
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",14,140,20.36,30.23
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",14,150,16.55,25.1
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",14,160,13.43,20.93
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",16,115,26.73,39.27
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",16,120,23.7,35.19
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",16,130,18.64,28.38
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",16,140,14.63,22.99
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",16,150,11.38,18.63
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",16,160,8.73,15.07
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",18,115,20.33,31.14
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",18,120,17.7,27.6
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",18,130,13.33,21.73
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",18,140,9.87,17.06
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",18,150,7.07,13.3
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",18,160,4.79,10.22
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",20,115,14.87,24.36
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",20,120,12.58,21.27
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",20,130,8.78,16.13
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",20,140,5.76,12.06
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",20,150,3.33,8.76
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",20,160,1.33,6.07
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",22,115,10,18.54
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",22,120,8,15.82
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",22,130,4.67,11.28
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",22,140,2.04,7.69
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",22,150,0,4.79
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",22,160,0,2.42
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",24,115,5.95,13.71
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",24,120,4.18,11.27
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",24,130,1.23,7.21
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",24,140,0,4
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",24,150,0,1.4
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",24,160,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",26,115,2.12,9.12
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",26,120,0.55,6.94
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",26,130,0,3.33
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",26,140,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",26,150,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",26,160,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",28,115,0,5.23
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",28,120,0,3.27
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",28,130,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",28,140,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",28,150,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",28,160,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",30,115,0,1.44
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",30,120,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",30,130,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",30,140,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",30,150,0,0
DIRECT EMBEDMENT,Top Mount Fixture,"8-1/2"" x 8-1/4""",30,160,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",8,115,12.13,13.71
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",8,120,11.14,12.59
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",8,130,9.49,10.73
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",8,140,8.18,9.25
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",8,150,7.13,8.06
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",8,160,6.17,7.08
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",10,115,10.47,13.71
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",10,120,9.27,12.59
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",10,130,7.26,10.73
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",10,140,5.68,9.25
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",10,150,4.4,8.06
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",10,160,3.35,6.93
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",12,115,7.05,12.55
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",12,120,6.06,11.23
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",12,130,4.4,8.87
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",12,140,3.09,7
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",12,150,2.03,5.49
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",12,160,1.17,4.25
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",14,115,4.22,9.04
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",14,120,3.38,7.85
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",14,130,2,5.88
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",14,140,0.9,4.31
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",14,150,0,3.04
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",14,160,0,2.01
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",16,115,1.75,5.96
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",16,120,1.05,4.97
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",16,130,0,3.29
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",16,140,0,1.98
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",16,150,0,0.91
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",16,160,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",18,115,0,3.37
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",18,120,0,2.52
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",18,130,0,1.1
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",18,140,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",18,150,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",18,160,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",20,115,0,1.12
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",20,120,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",20,130,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",20,140,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",20,150,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"5"" x 5-1/2""",20,160,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",8,115,26.2,29.62
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",8,120,24.06,27.2
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",8,130,20.51,23.18
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",8,140,17.68,19.99
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",8,150,15.4,17.41
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",8,160,13.54,15.3
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",10,115,26.2,29.62
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",10,120,24.06,27.2
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",10,130,20.27,23.18
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",10,140,16.75,19.99
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",10,150,13.9,17.41
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",10,160,11.58,15.3
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",12,115,20.72,29.59
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",12,120,18.51,27.08
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",12,130,14.83,22.19
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",12,140,11.91,18.25
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",12,150,9.55,15.08
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",12,160,7.62,12.48
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",14,115,15.36,23.31
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",14,120,13.5,20.79
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",14,130,10.4,16.62
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",14,140,7.95,13.3
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",14,150,5.96,10.63
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",14,160,4.34,8.44
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",16,115,10.82,17.59
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",16,120,9.24,15.47
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",16,130,6.62,11.92
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",16,140,4.53,9.1
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",16,150,2.85,6.83
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",16,160,1.48,4.98
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",18,115,7.04,12.91
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",18,120,5.68,11.07
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",18,130,3.43,8.02
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",18,140,1.64,5.6
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",18,150,0,3.65
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",18,160,0,2.04
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",20,115,3.78,8.94
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",20,120,2.61,7.34
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",20,130,0.65,4.69
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",20,140,0,2.58
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",20,150,0,0.88
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",20,160,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",22,115,0.91,5.49
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",22,120,0,4.1
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",22,130,0,1.76
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",22,140,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",22,150,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",22,160,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",24,115,0,2.58
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",24,120,0,1.34
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",24,130,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",24,140,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",24,150,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",24,160,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",8,115,49.83,56.33
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",8,120,45.77,51.74
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",8,130,39,44.09
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",8,140,33.63,38.02
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",8,150,29.3,33.12
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",8,160,25.75,29.11
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",10,115,49.83,56.33
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",10,120,45.77,51.74
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",10,130,38.98,44.09
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",10,140,33.61,38.02
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",10,150,29.28,33.12
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",10,160,25.54,29.11
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",12,115,43.54,56.33
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",12,120,39.5,51.74
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",12,130,32.51,44.09
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",12,140,26.95,38.02
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",12,150,22.46,32.66
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",12,160,18.79,27.73
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",14,115,34.35,49.01
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",14,120,30.79,44.3
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",14,130,24.88,36.37
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",14,140,20.18,30.06
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",14,150,16.4,24.97
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",14,160,13.3,20.8
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",16,115,26.51,39.04
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",16,120,23.5,34.98
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",16,130,18.46,28.21
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",16,140,14.47,22.84
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",16,150,11.25,18.5
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",16,160,8.62,14.96
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",18,115,20.13,30.94
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",18,120,17.52,27.42
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",18,130,13.18,21.57
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",18,140,9.74,16.93
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",18,150,6.96,13.18
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",18,160,4.68,10.1
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",20,115,14.69,24.19
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",20,120,12.42,21.11
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",20,130,8.64,16
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",20,140,5.65,11.94
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",20,150,3.22,8.66
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",20,160,1.24,5.98
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",22,115,9.84,18.39
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",22,120,7.86,15.68
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",22,130,4.55,11.16
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",22,140,1.94,7.59
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",22,150,0,4.7
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",22,160,0,2.34
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",24,115,5.81,13.57
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",24,120,4.05,11.14
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",24,130,1.12,7.1
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",24,140,0,3.9
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",24,150,0,1.32
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",24,160,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",26,115,1.99,8.99
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",26,120,0,6.83
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",26,130,0,3.23
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",26,140,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",26,150,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",26,160,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",28,115,0,5.12
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",28,120,0,3.17
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",28,130,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",28,140,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",28,150,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",28,160,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",30,115,0,1.34
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",30,120,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",30,130,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",30,140,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",30,150,0,0
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",30,160,0,0
